yapim_id,lokasyon_id,sahne_bilgisi
193,173,Ailenin İstanbul'daki eski zengin hayatını temsil eden yalı sahneleri
533,122,Ali ve ailesinin sığındığı sakin Selimiye koyu ve liman sahneleri
533,112,Marmaris ilçe merkezi ve operasyonel sahneler
533,38,Dizinin dramatik yapısını destekleyen deniz ve kıyı çekimleri
864,105,Serkan ve Duygu'nun tanıştığı Bodrum lüks otel sahneleri
864,170,Karakterlerin İstanbul'daki gerçek hayatlarını sürdürdükleri mahalleler
864,173,Beşiktaş-Bebek hattındaki tesadüfi karşılaşma sahneleri
118,115,Halil Efe ve oğullarının yaşadığı Muğla Bozüyük (Güzelköy) sokakları
118,118,Köyceğiz gölü kenarındaki tarla ve doğa çekimleri
118,110,Muğla kırsalındaki sığla ormanları ve yayla sahneleri
770,105,Tarık ve Naz'ın Bodrum sahneleri ve tekne çekimleri
770,173,Merve Sevi ve Barış Akarsu'nun İstanbul sahneleri ve villa çekimleri
770,170,Karakterlerin sosyal çevre ve arkadaş grubu sahneleri
634,107,Sancar Efe'nin kulübesinin ve geçmişin geçtiği Kayaköy bölgesi
634,105,Bodrum limanı ve Sancar ile Nare'nin modern zaman sahneleri
634,114,Dizinin meşhur sahil ve koy çekimlerinin yapıldığı Milas hattı
713,105,İskender ve Korkmaz'ın Bodrum sokaklarındaki aksiyon sahneleri
713,106,Bitez ve çevresindeki operasyon ve hesaplaşma sahneleri
713,173,İstanbul bağlantılı geçmiş ve suç dünyası sahneleri
261,118,Ezo'nun yaşadığı ve intikam planları kurduğu Köyceğiz sahneleri
261,110,Dizinin ormanlık alanlardaki dramatik ve gizemli çekimleri
261,112,Muğla şehir merkezi ve adliye sahneleri
132,173,Özgür'ün teras barı ve İstanbul manzaralı çekimleri
132,222,Levent ve Maslak bölgesindeki modern ofis sahneleri
132,107,Karakterlerin tatil ve kaçış bölgesi olarak gittikleri Fethiye sahneleri
176,118,Yılmaz ve Elif'in yaşadığı Köyceğiz kıyıları ve fener sahneleri
176,110,Göl çevresindeki duygusal ve sakin sahneler
176,173,İstanbul flashbackleri ve hastane sahneleri
130,85,Gemi savaşları ve liman sahneleri için kurulan devasa Riva platosu
130,170,İç mekan çekimleri ve saray atmosferi stüdyoları
130,32,Antalya bölgesinde yapılan bazı dış mekan sahil çekimleri
343,125,Gül'ün İstanbul'dan kaçıp yerleştiği Güzelköy (Bozüyük) meydanı
343,118,Köyceğiz gölü kıyısındaki romantik sahneler
343,114,Muğla'nın bakir koylarında yapılan piknik ve eğlence çekimleri
888,112,Marmaris sokaklarındaki eğlenceli ve romantik sahneler
888,119,Adam ve Havva'nın buluştuğu Saklıgöl ve çevresi
888,105,Muğla genelindeki turistik noktaların dış çekimleri
171,114,Deniz ve babasının yaşadığı sakin sahil kasabası sahneleri
171,105,Bodrum çarşı ve limanındaki günlük yaşam çekimleri
171,173,Deniz'in annesiyle olan İstanbul bağlantılı sahneleri
807,170,Karakterlerin yaşadığı Boğaz manzaralı tarihi yalı ve Balat
807,173,Bebek sahilindeki yürüyüş ve geçmişe dönüş sahneleri
807,222,Modern İstanbul iş hayatı ve ofis çekimleri
832,112,Aslı ve Burak'ın tanıştığı lüks otel ve Bodrum-Marmaris sahil şeridi
832,173,Karakterlerin İstanbul'daki evleri ve okul çevresi
832,170,Zengin ailelerin yaşadığı lüks villalar ve sokaklar
653,118,Köyceğiz gölü kenarındaki ana çiftlik ve doğa sahneleri
653,119,At biniş sahneleri ve karakterlerin buluşma noktaları
653,112,Muğla genelindeki dış çekimler ve kasaba merkezi
489,16,Mehmetcan'ın dedesinin yanına gittiği Ankara ve tren sahneleri
489,173,Ailenin İstanbul'daki modern yaşam alanı ve okul sahneleri
489,170,Sokak oyunları ve mahalle kültürü çekimleri
355,119,Muğla'nın kurgusal Saklıgöl köyü sahneleri ve doğal şelaleler
355,118,Karakterlerin tarım yaptığı ve yaşadığı yayla evleri
355,112,İlçe merkezi ve pazaryeri çekimleri
670,9,Bond'un trenden düştüğü ikonik dövüş sahneleri (Varda Köprüsü)
670,239,Sirkeci ve Eminönü çevresindeki motosiklet kovalamaca sahneleri
670,2,Adana tren garı çevresindeki hazırlık ve aksiyon sekansları
229,2,Maraş dondurmacısı Ekrem'in Adana sokaklarındaki maceraları
229,6,Adana'nın modern semtlerindeki romantik ve komik anlar
229,170,Hikayenin İstanbul'a uzanan bölümleri ve sahil şeridi
484,16,Demiryolu bekçisi Basri'nin çalıştığı ıssız tren yolları ve Ankara bozkırı
484,97,Dramatik atmosferi destekleyen taşra sahneleri
484,73,Filmin kasvetli havasına uygun doğal arazi çekimleri
32,6,Fikret'in Adana'ya gelişi ve aile evindeki meşhur yemek sahneleri
32,31,Düğün hazırlıkları ve Alanya-Adana arası geçiş sahneleri
32,173,Solmaz'ın İstanbul Cihangir'deki evi ve mahalle sahneleri
340,4,Yusuf'un güvercin beslediği Adana damları ve kenar mahalleler
340,2,Karakterlerin şehir içindeki günlük rotaları ve sanayi bölgesi
340,8,Dış mekan çekimleri ve Adana kırsalındaki dramatik sahneler
637,144,İlyas'ın kamyonuyla geçtiği yollar ve Asya ile tanıştığı baraj bölgesi
637,170,Filmin post-prodüksiyon ve final kurgu bağlantılı mekanları
637,40,Irmak kenarı ve şantiye sahneleri
630,4,Karsu ve ailesinin Adana'daki yaşamları ve hastane sahneleri
630,6,Karakterlerin Adana içindeki sosyal yaşam alanları
630,173,Hikayenin İstanbul'a taşınmasıyla kullanılan Bebek ve sahil hattı
236,5,Barazoğlu ailesinin ihtişamlı çiftliği ve Adana kırsalı
236,8,Arazi anlaşmazlıklarının ve at binme sahnelerinin geçtiği ovalar
236,2,Şehir merkezi sahneleri ve istasyon buluşmaları
157,8,Aslanbaş ailesinin holding ve tarım arazilerinin kalbi olan çiftlik
157,3,Dizinin simgesi olan uçsuz bucaksız pamuk tarlaları
157,2,Karakterlerin seyahat ve karşılanma sahneleri
563,2,Suriye sınır hattı geçişlerini temsil eden Adana tren hattı sahneleri
563,5,Sınır kasabası atmosferi için kullanılan Adana dış ilçeleri
563,173,Rüya'nın Berlin'den gelip İstanbul'da babasıyla karşılaştığı sahneler
356,3,"Güllü ve Kemal'in çalıştığı, hikayenin kalbi olan pamuk tarlaları"
356,5,Muzaffer Bey'in çiftliği ve Adana şehir merkezi sahneleri
356,170,Karakterlerin İstanbul yolculukları ve flashback sekansları
789,5,Bozok Konağı olarak kullanılan tarihi konak ve çevresi
789,40,Dizinin doğal dış çekimleri ve piknik sahneleri
789,33,Bella'nın şehre ilk gelişi ve ayrılış sahneleri
303,32,Uzay gemisi içi ve GORA gezegeni sahnelerinin kurulduğu dev stüdyolar
303,34,Gezegen yüzeyi sahneleri için kullanılan doğal mağara ve kayalıklar
303,31,Arif Işık'ın halı dükkanının bulunduğu Antalya çarşı sahneleri
221,105,Gaza ve babasının insan kaçakçılığı yaptığı kıyı şeridi ve depolar
221,38,Kaş ve çevresindeki ıssız koylar ve yol sahneleri
221,271,Deniz sahneleri ve teknelerin beklediği gizli noktalar
257,118,Belediye Başkanı Aziz Özay'ın muazzam elma bahçesi
257,264,Karakterlerin yıllar sonra İstanbul'daki buluşma sahneleri
257,31,Hakkari atmosferini yansıtmak için kullanılan Antalya yaylaları
350,38,Balıkçı Ali ve oğlu Efe'nin yaşadığı ana sahil kasabası
350,286,Karakterlerin hastane ve şehir merkezi sahneleri
350,173,İstanbul ile bağlantılı flashback sahneleri
407,40,Cüneyt Arkın'ın aksiyon sahnelerinin geçtiği nehir ve köprü çevresi
407,39,Ormanlık alandaki takip ve çatışma sahneleri
407,170,Dönemin İstanbul sokaklarındaki yeraltı dünyası çekimleri
156,222,Ayhan Kaplan'ın Almanya dönüşü İstanbul'daki sahneleri
156,286,Antalya bölgesindeki antrenman ve hazırlık kampı sahneleri
156,38,Dizinin komedi unsurlarının arttığı sahil ve çarşı bölgeleri
564,73,Kurgusal Karabal Jandarma Karakolu sahnelerinin çekildiği sarp dağlar
564,74,Operasyon hazırlıklarının geçtiği göl çevresi ve düzlükler
564,33,İntikal ve lojistik geçiş sahneleri
332,173,Gülşah ve ailesinin yaşadığı köşk ve Bebek çevresi
332,170,Küçük Gülşah'ın İstanbul sokaklarındaki maceraları
332,219,Nostaljik İstanbul mahallesi ve komşuluk sahneleri
201,39,Ahmet ve Hatice'nin dağlardaki kaçış ve intikam sahneleri
201,288,Geniş plato sahneleri ve yayla görselleri
201,36,Köy merkezi ve hesaplaşma meydanı sahneleri
38,288,Halil'in geyik avı için çıktığı efsanevi dağ sahneleri
38,39,Orman içi takip ve avlanma sekansları
38,36,Geleneksel köy yaşantısının geçtiği dış mekanlar
716,32,Filmin büyük bir kısmının çekildiği devasa kapalı stüdyo setleri
716,35,Liman ve gemi sahnelerinin çekildiği tarihi liman bölgesi
716,31,Kıyı şeridindeki aksiyon ve patlama sahneleri
610,32,Milli sporcuların kamp yaptığı ve müsabakaların geçtiği spor tesisleri
610,33,Kafile ile birlikte yapılan yolculuk ve havalimanı sahneleri
610,173,Recep'in İstanbul'daki hazırlık süreci sahneleri
608,31,Recep'in çocukluk aşkını bulmak için gittiği lüks otel ve plaj sahneleri
608,265,Recep'in İstanbul'daki evi ve mahalle hayatı
608,173,Yolculuk öncesi İstanbul içi trafik ve sahil sahneleri
573,36,Jandarma karakolunun ve kasaba hayatının geçtiği ana merkez
573,33,Operasyon sahneleri ve lojistik geçiş noktaları
573,31,Bölgeye yakın dış mekan operasyon çekimleri
486,140,Arat Giraylı ve ailesinin köklerinin bulunduğu Kapadokya sahneleri
486,136,Giraylı ailesinin ihtişamlı yaşamının geçtiği konak
486,173,İstanbul sahneleri ve lüks restoran buluşmaları
808,31,Dizinin geçtiği kurgusal Kalender kasabasının (Alanya) çiçek bahçeleri
808,286,Liman ve şehir merkezi aksiyon sahneleri
808,33,Karakterlerin kasabaya dönüş ve ayrılış sahneleri
254,271,Elif ve Erhan karakterlerinin inziva ve gerilim sahneleri
254,173,Sibel'in lüks ofisi ve modern İstanbul hayatı
254,257,Karakterlerin aile evleri ve özel yaşam alanları
656,237,Samimi bir mahalle komedisi olan dizinin geçtiği kıyı şeridi
656,219,Eski İstanbul evleri ve komşuluk sahneleri
656,170,Çarşı ve pazar gibi genel sosyal alan çekimleri
625,140,Gülsoy ailesinin yaşadığı ana konak ve çevresi
625,134,Karakterlerin duygusal yüzleşmelerinin geçtiği Kapadokya vadileri
625,132,Dizinin ikonik dış mekan ve mağara çekimleri
476,82,Kuzgun'un çocukluğunun geçtiği ve hikayenin başladığı Kayseri sahneleri
476,170,Kuzgun'un İstanbul'a dönüşünde yerleştiği mahalle
476,264,Dila ve Kuzgun'un deniz kenarındaki kritik görüşmeleri
779,266,Ilgaz ve Ceylin'in mesai harcadığı ana adliye koridorları
779,166,Şehir merkezi sahneleri ve karakterlerin sosyal buluşma noktaları
812,82,Köy yaşantısının ve toprak kavgalarının geçtiği ana çekim alanları
812,134,Nevşehir-Kayseri hattındaki kırsal bölgeler
812,140,Kasaba merkezi ve pazar sahneleri
820,140,Zümrüt'ün yaşadığı mahalle ve Ürgüp sokakları
820,134,Demirkan malikanesinin bulunduğu bölge ve vadi manzaraları
820,132,Dizinin masalsı atmosferini destekleyen doğal oluşumlar
64,267,Arka Sokaklar dizisinin ana çekim mekanlarından biri İstiklal Caddesi ve çevresidir.
765,250,Yabancı Damat dizisinin ana çekim mekanlarından biri Vefa ve çevresidir.
73,202,Asmalı Konak dizisinin ana çekim mekanlarından biri Göktürk ve çevresidir.
136,246,Behzat Ç. Bir Ankara Polisiyesi dizisinin ana çekim mekanlarından biri Tarlabaşı ve çevresidir.
752,180,Vatanım Sensin dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
778,176,Yargı dizisinin ana çekim mekanlarından biri Belgrad Ormanı ve çevresidir.
840,169,Çukur dizisinin ana çekim mekanlarından biri Balat ve çevresidir.
162,194,Binbir Gece dizisinin ana çekim mekanlarından biri Emirgan Korusu ve çevresidir.
416,203,Karayılan dizisinin ana çekim mekanlarından biri Gülhane Parkı ve çevresidir.
588,198,Payitaht Abdülhamid dizisinin ana çekim mekanlarından biri Fener ve çevresidir.
861,213,Üç Kız Kardeş dizisinin ana çekim mekanlarından biri Kemerburgaz ve çevresidir.
479,202,Kördüğüm dizisinin ana çekim mekanlarından biri Göktürk ve çevresidir.
663,215,Sipahi dizisinin ana çekim mekanlarından biri Kilyos Sahili ve çevresidir.
488,259,Küçük Ağa dizisinin ana çekim mekanlarından biri Çengelköy ve çevresidir.
279,169,Ezel dizisinin ana çekim mekanlarından biri Balat ve çevresidir.
763,203,Ya İstiklal Ya Ölüm dizisinin ana çekim mekanlarından biri Gülhane Parkı ve çevresidir.
836,194,Çoban Yıldızı dizisinin ana çekim mekanlarından biri Emirgan Korusu ve çevresidir.
328,165,Gülperi dizisinin ana çekim mekanlarından biri Arnavutköy Sahili ve çevresidir.
518,180,Leyla ile Mecnun dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
871,213,İnadına Yaşamak dizisinin ana çekim mekanlarından biri Kemerburgaz ve çevresidir.
105,202,Aşk ve Umut dizisinin ana çekim mekanlarından biri Göktürk ve çevresidir.
478,254,Köprü dizisinin ana çekim mekanlarından biri Yeniköy ve çevresidir.
475,174,Kuzgun dizisinin ana çekim mekanlarından biri Bebek Sahili ve çevresidir.
714,176,Teşkilat dizisinin ana çekim mekanlarından biri Belgrad Ormanı ve çevresidir.
757,225,Ver Elini Aşk dizisinin ana çekim mekanlarından biri Ortaköy ve çevresidir.
811,194,Yılanların Öcü dizisinin ana çekim mekanlarından biri Emirgan Korusu ve çevresidir.
814,165,Zalim İstanbul dizisinin ana çekim mekanlarından biri Arnavutköy Sahili ve çevresidir.
544,224,Merhamet dizisinin ana çekim mekanlarından biri Nişantaşı ve çevresidir.
839,169,Çocuklar Duymasın dizisinin ana çekim mekanlarından biri Balat ve çevresidir.
355,259,Hanım Köylü dizisinin ana çekim mekanlarından biri Çengelköy ve çevresidir.
35,254,Akrep dizisinin ana çekim mekanlarından biri Yeniköy ve çevresidir.
130,180,Barbaroslar: Akdeniz'in Kılıcı dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
864,225,İki Yalancı dizisinin ana çekim mekanlarından biri Ortaköy ve çevresidir.
41,180,Aldatmak dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
399,194,Kalp Atışı dizisinin ana çekim mekanlarından biri Emirgan Korusu ve çevresidir.
875,176,İsimsizler dizisinin ana çekim mekanlarından biri Belgrad Ormanı ve çevresidir.
832,169,Çilek Kokusu dizisinin ana çekim mekanlarından biri Balat ve çevresidir.
132,259,Bay Yanlış dizisinin ana çekim mekanlarından biri Çengelköy ve çevresidir.
623,202,Sadakatsiz dizisinin ana çekim mekanlarından biri Göktürk ve çevresidir.
283,246,Eşkıya Dünyaya Hükümdar Olmaz dizisinin ana çekim mekanlarından biri Tarlabaşı ve çevresidir.
558,225,Mükemmel Eşleşme dizisinin ana çekim mekanlarından biri Ortaköy ve çevresidir.
181,245,Bir İstanbul Masalı dizisinin ana çekim mekanlarından biri Tarabya ve çevresidir.
908,180,Şevkat Yerimdar dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
164,218,Bir Aile Hikayesi dizisinin ana çekim mekanlarından biri Kuzguncuk ve çevresidir.
647,165,Sensiz Olmuyor dizisinin ana çekim mekanlarından biri Arnavutköy Sahili ve çevresidir.
463,259,Koçum Benim dizisinin ana çekim mekanlarından biri Çengelköy ve çevresidir.
116,213,Baba Evi dizisinin ana çekim mekanlarından biri Kemerburgaz ve çevresidir.
100,223,Aşk Yeniden dizisinin ana çekim mekanlarından biri Moda Sahili ve çevresidir.
72,225,Aslan Ailem dizisinin ana çekim mekanlarından biri Ortaköy ve çevresidir.
818,174,Zerda dizisinin ana çekim mekanlarından biri Bebek Sahili ve çevresidir.
792,245,Yeter dizisinin ana çekim mekanlarından biri Tarabya ve çevresidir.
204,180,Camdaki Kız dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
747,194,Uzak Şehrin Masalı dizisinin ana çekim mekanlarından biri Emirgan Korusu ve çevresidir.
753,259,Vay Anam Vay dizisinin ana çekim mekanlarından biri Çengelköy ve çevresidir.
772,254,Yalı Çapkını dizisinin ana çekim mekanlarından biri Yeniköy ve çevresidir.
907,213,Şeref Meselesi dizisinin ana çekim mekanlarından biri Kemerburgaz ve çevresidir.
258,202,Elbet Bir Gün dizisinin ana çekim mekanlarından biri Göktürk ve çevresidir.
359,203,Hatırla Sevgili dizisinin ana çekim mekanlarından biri Gülhane Parkı ve çevresidir.
227,212,Dedektif Memoli dizisinin ana çekim mekanlarından biri Karaköy ve çevresidir.
310,212,Geniş Aile dizisinin ana çekim mekanlarından biri Karaköy ve çevresidir.
431,218,Kaynanalar dizisinin ana çekim mekanlarından biri Kuzguncuk ve çevresidir.
343,259,Güzel Köylü dizisinin ana çekim mekanlarından biri Çengelköy ve çevresidir.
865,165,İkinci Bahar dizisinin ana çekim mekanlarından biri Arnavutköy Sahili ve çevresidir.
106,254,Aşk-ı Memnu dizisinin ana çekim mekanlarından biri Yeniköy ve çevresidir.
149,213,Benim Adım Melek dizisinin ana çekim mekanlarından biri Kemerburgaz ve çevresidir.
188,250,Bizim Hikaye dizisinin ana çekim mekanlarından biri Vefa ve çevresidir.
439,180,Kaçın Kurası dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
107,218,Aşk-ı Roman dizisinin ana çekim mekanlarından biri Kuzguncuk ve çevresidir.
379,245,Hicran dizisinin ana çekim mekanlarından biri Tarabya ve çevresidir.
384,243,Hürrem Sultan dizisinin ana çekim mekanlarından biri Süleymaniye ve çevresidir.
848,194,Ölene Kadar dizisinin ana çekim mekanlarından biri Emirgan Korusu ve çevresidir.
390,165,Ihlamurlar Altında dizisinin ana çekim mekanlarından biri Arnavutköy Sahili ve çevresidir.
890,225,İşler Güçler dizisinin ana çekim mekanlarından biri Ortaköy ve çevresidir.
771,267,Yalnız Kurt dizisinin ana çekim mekanlarından biri İstiklal Caddesi ve çevresidir.
878,202,İstanbul Sokakları dizisinin ana çekim mekanlarından biri Göktürk ve çevresidir.
102,254,Aşk ve Ceza dizisinin ana çekim mekanlarından biri Yeniköy ve çevresidir.
209,245,Canım Annem dizisinin ana çekim mekanlarından biri Tarabya ve çevresidir.
604,215,Racon: Ailem İçin dizisinin ana çekim mekanlarından biri Kilyos Sahili ve çevresidir.
405,259,Kapalıçarşı dizisinin ana çekim mekanlarından biri Çengelköy ve çevresidir.
305,180,Gece Gündüz dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
112,224,Baba dizisinin ana çekim mekanlarından biri Nişantaşı ve çevresidir.
374,180,Hekimoğlu dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
403,176,Kanıt dizisinin ana çekim mekanlarından biri Belgrad Ormanı ve çevresidir.
291,254,Fatmagül'ün Suçu Ne? dizisinin ana çekim mekanlarından biri Yeniköy ve çevresidir.
199,267,Böyle Bitmesin dizisinin ana çekim mekanlarından biri İstiklal Caddesi ve çevresidir.
678,245,Sultan Makamı dizisinin ana çekim mekanlarından biri Tarabya ve çevresidir.
652,180,Sevda'nın Bahçesi dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
117,225,Baba Ocağı dizisinin ana çekim mekanlarından biri Ortaköy ve çevresidir.
829,176,Çarpışma dizisinin ana çekim mekanlarından biri Belgrad Ormanı ve çevresidir.
701,180,Tatlı Hayat dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
358,218,Harem dizisinin ana çekim mekanlarından biri Kuzguncuk ve çevresidir.
115,169,Baba Candır dizisinin ana çekim mekanlarından biri Balat ve çevresidir.
613,259,Reis dizisinin ana çekim mekanlarından biri Çengelköy ve çevresidir.
134,174,Bedel dizisinin ana çekim mekanlarından biri Bebek Sahili ve çevresidir.
444,245,Keşanlı Ali Destanı dizisinin ana çekim mekanlarından biri Tarabya ve çevresidir.
470,240,Kuruluş Osman dizisinin ana çekim mekanlarından biri Sultanahmet ve çevresidir.
550,194,Mucize Doktor dizisinin ana çekim mekanlarından biri Emirgan Korusu ve çevresidir.
601,180,Poyraz Karayel dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
708,246,Tek Yürek dizisinin ana çekim mekanlarından biri Tarlabaşı ve çevresidir.
596,169,Pis Yedili dizisinin ana çekim mekanlarından biri Balat ve çevresidir.
469,180,Kurtuluş dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
232,199,Deli Saraylı dizisinin ana çekim mekanlarından biri Galata Kulesi ve çevresidir.
46,174,Aliye dizisinin ana çekim mekanlarından biri Bebek Sahili ve çevresidir.
473,180,Kuzey Güney dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
90,180,Ağlama Anne dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
522,212,Mahkum dizisinin ana çekim mekanlarından biri Karaköy ve çevresidir.
418,218,Kardeş Payı dizisinin ana çekim mekanlarından biri Kuzguncuk ve çevresidir.
614,169,Rengarenk dizisinin ana çekim mekanlarından biri Balat ve çevresidir.
87,199,Aziz dizisinin ana çekim mekanlarından biri Galata Kulesi ve çevresidir.
193,202,Bodrum Masalı dizisinin ana çekim mekanlarından biri Göktürk ve çevresidir.
434,254,Kayıp Şehir dizisinin ana çekim mekanlarından biri Yeniköy ve çevresidir.
532,174,Masumlar Apartmanı dizisinin ana çekim mekanlarından biri Bebek Sahili ve çevresidir.
372,250,Hayatımın Aşkı dizisinin ana çekim mekanlarından biri Vefa ve çevresidir.
263,180,Emret Komutanım dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
298,267,Firar dizisinin ana çekim mekanlarından biri İstiklal Caddesi ve çevresidir.
775,218,Yaprak Dökümü dizisinin ana çekim mekanlarından biri Kuzguncuk ve çevresidir.
830,224,Çemberimde Gül Oya dizisinin ana çekim mekanlarından biri Nişantaşı ve çevresidir.
17,213,Acı Aşk dizisinin ana çekim mekanlarından biri Kemerburgaz ve çevresidir.
834,223,Çiçek Taksi dizisinin ana çekim mekanlarından biri Moda Sahili ve çevresidir.
319,225,Gönülçelen dizisinin ana çekim mekanlarından biri Ortaköy ve çevresidir.
860,267,Üç Kuruş dizisinin ana çekim mekanlarından biri İstiklal Caddesi ve çevresidir.
912,245,Şubat dizisinin ana çekim mekanlarından biri Tarabya ve çevresidir.
507,246,Kızıl Elma dizisinin ana çekim mekanlarından biri Tarlabaşı ve çevresidir.
108,194,Aşka Sürgün dizisinin ana çekim mekanlarından biri Emirgan Korusu ve çevresidir.
668,165,Siyah İnci dizisinin ana çekim mekanlarından biri Arnavutköy Sahili ve çevresidir.
810,215,Yılan Hikâyesi dizisinin ana çekim mekanlarından biri Kilyos Sahili ve çevresidir.
754,203,Veda dizisinin ana çekim mekanlarından biri Gülhane Parkı ve çevresidir.
27,174,Adını Feriha Koydum dizisinin ana çekim mekanlarından biri Bebek Sahili ve çevresidir.
412,246,Karadayı dizisinin ana çekim mekanlarından biri Tarlabaşı ve çevresidir.
553,199,Muhteşem Yüzyıl Kösem dizisinin ana çekim mekanlarından biri Galata Kulesi ve çevresidir.
289,240,Fatih dizisinin ana çekim mekanlarından biri Sultanahmet ve çevresidir.
740,243,Ustura Kemal dizisinin ana çekim mekanlarından biri Süleymaniye ve çevresidir.
880,259,İstanbul'un Altınları dizisinin ana çekim mekanlarından biri Çengelköy ve çevresidir.
732,180,Ulan İstanbul dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
727,223,Tövbeler Tövbesi dizisinin ana çekim mekanlarından biri Moda Sahili ve çevresidir.
858,225,Üsküdar'a Giderken dizisinin ana çekim mekanlarından biri Ortaköy ve çevresidir.
467,176,Kurtlar Vadisi Pusu dizisinin ana çekim mekanlarından biri Belgrad Ormanı ve çevresidir.
54,254,Analar ve Anneler dizisinin ana çekim mekanlarından biri Yeniköy ve çevresidir.
415,243,Karaoğlan dizisinin ana çekim mekanlarından biri Süleymaniye ve çevresidir.
205,180,Can Kırıkları dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
520,259,Lise Defteri dizisinin ana çekim mekanlarından biri Çengelköy ve çevresidir.
383,194,Huzur Sokağı dizisinin ana çekim mekanlarından biri Emirgan Korusu ve çevresidir.
725,165,Tutsak dizisinin ana çekim mekanlarından biri Arnavutköy Sahili ve çevresidir.
884,224,İyilik dizisinin ana çekim mekanlarından biri Nişantaşı ve çevresidir.
504,250,Kızlar Sınıfı dizisinin ana çekim mekanlarından biri Vefa ve çevresidir.
468,180,Kurtlar Vadisi Terör dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
648,254,Servet dizisinin ana çekim mekanlarından biri Yeniköy ve çevresidir.
501,174,Kırmızı Oda dizisinin ana çekim mekanlarından biri Bebek Sahili ve çevresidir.
780,259,Yarım Elma dizisinin ana çekim mekanlarından biri Çengelköy ve çevresidir.
494,180,Küçük Sırlar dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
316,223,Gönül dizisinin ana çekim mekanlarından biri Moda Sahili ve çevresidir.
787,225,Yedi Numara dizisinin ana çekim mekanlarından biri Ortaköy ve çevresidir.
297,243,Filinta dizisinin ana çekim mekanlarından biri Süleymaniye ve çevresidir.
414,212,Karagül dizisinin ana çekim mekanlarından biri Karaköy ve çevresidir.
48,203,Alparslan: Büyük Selçuklu dizisinin ana çekim mekanlarından biri Gülhane Parkı ve çevresidir.
36,215,Akıncı dizisinin ana çekim mekanlarından biri Kilyos Sahili ve çevresidir.
29,259,Afili Aşk dizisinin ana çekim mekanlarından biri Çengelköy ve çevresidir.
401,245,Kanatsız Kuşlar dizisinin ana çekim mekanlarından biri Tarabya ve çevresidir.
103,180,Aşk ve Gurur dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
537,243,Mehmed: Bir Cihan Fatihi dizisinin ana çekim mekanlarından biri Süleymaniye ve çevresidir.
817,165,Zengin ve Yoksul dizisinin ana çekim mekanlarından biri Arnavutköy Sahili ve çevresidir.
863,224,İffet dizisinin ana çekim mekanlarından biri Nişantaşı ve çevresidir.
913,213,Şöhret dizisinin ana çekim mekanlarından biri Kemerburgaz ve çevresidir.
385,169,Hüsnü Bey Amca dizisinin ana çekim mekanlarından biri Balat ve çevresidir.
365,259,Hayat Bazen Tatlıdır dizisinin ana çekim mekanlarından biri Çengelköy ve çevresidir.
726,209,Tutunamayanlar dizisinin ana çekim mekanlarından biri Kandilli ve çevresidir.
641,223,Sen Çal Kapımı dizisinin ana çekim mekanlarından biri Moda Sahili ve çevresidir.
645,180,Seni Çok Özledim dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
545,250,Mert ile Gert dizisinin ana çekim mekanlarından biri Vefa ve çevresidir.
39,180,Alacakaranlık dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
217,246,Cesur Yürek dizisinin ana çekim mekanlarından biri Tarlabaşı ve çevresidir.
14,169,Acemi Cadı dizisinin ana çekim mekanlarından biri Balat ve çevresidir.
910,176,Şeytan Ayrıntıda Gizlidir dizisinin ana çekim mekanlarından biri Belgrad Ormanı ve çevresidir.
621,254,Rüzgarın Kalbi dizisinin ana çekim mekanlarından biri Yeniköy ve çevresidir.
