yapim_adi,senaryo_ozeti,label,yapim_yili,_parent,is_augmented,label_id
Meryem,"İstanbul’un karlı ve dondurucu bir kış gecesinde, sevgilisinin ( Savcı Oktay) işlediği o
sarsıcı trafik kazasını üstlenerek hapse giren masum Meryem’in, adaletin ve aşkın karanlık yüzüyle
tanışması anlatılır. Meryem’in ( Ayça Ayşin Turan), hapishanenin o soğuk, rutubetli ve her saniyesi
işkenceyle geçen koğuşunda geçirdiği o sessiz günler, karakterin bir 'canavara' değil de birer 'azizye'ye
evrildiği o karanlık hücre aynasından yansıtılır. Kazada eşini kaybeden zengin ve öfkeli Savaş’ın (
Furkan Andıç), Meryem’den intikam almak için her yolu mübah görmesi hikayedeki en büyük kırılma
noktasıdır. Şehrin neon ışıklı holding binaları ile Meryem’in sığındığı o derme çatma, pencereleri
rüzgar alan fırın dükkanı arasındaki tezatlık, karakterin aidiyet sorgulamasını belgeler. Oktay’ın,
kariyeri için Meryem’i kurban etmesi ve ardından gelen büyük ihanet itirafları, dramaturjinin en
yüksek gerilim hattını oluşturur. Karakterlerin kendi aralarındaki 'masumiyet mi yoksa suç mu?'
sorgulamaları, her bir odada fiziksel bir baskı yaratan birer ayna işlevi görür. Bir gün bu büyük sırrın
bir video kaydıyla tüm şehirde yankılanması, hikayeyi bir dramdan sarsıcı bir intikam savaşına taşır.
Gece yarısı Boğaz kenarında gerçekleştirilen o sarsıcı yüzleşme ve ardından gelen hıçkırıklar, sevginin
ne kadar ağır bir bedeli olduğunu gösteren duygusal zirvelerdir. Şehrin üzerine çöken akşam sisi ve
vapurların o acı sireni, bitmek bilmeyen bir mücadelenin sembolleridir. Savaş’ın, Meryem’in aslında
masum olduğunu anladığı o ilk saniye, ruhsal bir uyanışın sinematik kanıtıdır. Finalde, tüm yalanların
dürüstlükle temizlendiği ve Meryem ile Savaş’ın sahil kenarında el ele yürüdükleri o huzurlu kare,
adaletin geç de olsa yerini bulacağını vurgulayan umut dolu bir kapanış sunar. İstanbul’un ışıkları, bu
yaralı aşıkların yeni hayatını müjdelercesine ufukta parlar.",Romantik,2017.0,meryem,False,5
Berlin Kaplanı,"Almanya’nın soğuk ve gri sokaklarında boksörlük ve korumalık yaparak
geçimini sağlayan Ayhan Kaplan’ın rutin hayatı, içine düştüğü ekonomik kriz ve beklenmedik bir miras
haberiyle bir kış sabahı aniden değişir. Berlin’in neon ışıklı gece kulüplerindeki o sert koruma duruşu
ile boks salonundaki ter kokulu disiplini, karakterin dış dünyadaki 'kaplan' imajını yansıtan bir ayna
gibidir; ancak Türkiye’den gelen telefon bu sert kabuğu kıran ilk darbe olur. Ayhan’ın borçlarını
ödemek için Antalya’nın güneşli ve sıcak yollarına doğru çıktığı yolculuk, karakterin kendi köklerine
yaptığı hüzünlü ve komik bir geri dönüştürür. Antalya’daki o uçsuz bucaksız meyve bahçeleri, mavi
deniz ve ailenin yaşadığı derme çatma ama sıcak ev, Berlin’in soğuk metalik atmosferine karşı duran
doğal bir sahne sunar. Ayhan’ın, yıllardır görmediği akrabalarıyla o devasa yer sofrasında buluştuğu ilk
an, hikayenin duygusal dengelerinin bozulduğu ana kırılma noktasıdır. Yeğeninin boks merakı ve
Ayhan’ın ona antrenörlük yapmaya başlaması, bahçedeki ağaçların gölgesinde filizlenen yeni bir
umudu belgeler. Şehrin lüks otellerindeki turist kafileleri ile köy kahvesindeki samimi sohbetler
arasındaki tezatlık, karakterin aidiyet sorgulamasını yansıtan atmosferik detaylardır. Bir gün tarlanın
satılmasıyla ilgili çıkan anlaşmazlık, aileyi karşı karşıya getiren ve gerilimi kahkahayla harmanlayan bir
zirve noktası yaratır. Ayhan’ın, Berlin’den getirdiği o disiplinli tavırlarının Antalya’nın rahatlığı
karşısında erimesi, karakter gelişiminin en eğlenceli aynasıdır. Bir gece yarısı sahilde yakılan ateş
etrafında yapılan samimi itiraflar, sevginin her türlü maddi hırstan üstün olduğunu gösteren duygusal
birer zirvedir. Karakterlerin kendi aralarındaki o 'Almancı' ve 'köylü' çatışmaları, toplumsal bir
laboratuvar gibi metnin satır aralarına işlenir. Ayhan’ın, ailesini korumak adına girdiği o son 'boks
maçı' benzeri arbede, onurun paradan daha değerli olduğunu kanıtlayan sinematik bir zaferdir.
Finalde, Berlin’e dönmek yerine Antalya’nın o sıcak güneşi altında ailesiyle birlikte kalmaya karar
veren Ayhan’ın yüzündeki o huzurlu gülümseme, umut dolu bir kapanış sunar. Akdeniz’in suları, bu
'Berlin Kaplanı'nın içindeki o uysal ve sevgi dolu adamı sonsuza dek bağrına basar.",Komedi,2011.0,berlin kaplanı,False,3
Duvar (film),"1970'li yılların Türkiye’sinde, çocukların hapsedildiği o soğuk, rutubetli ve her
köşesi şiddet kokan bir cezaevinin o sarsılmaz duvarları arasında geçen bu sarsıcı dram, masumiyetin
nasıl yok edildiğini konu alır. Cezaevinin o dökülen tavanları, paslı parmaklıkları ve havalandırma
bahçesindeki o tek tük güneş ışığı, çocukların çalınan hayallerini yansıtan hüzünlü bir ayna gibidir;
gardiyanların o otoriter, acımasız ve soğuk adımları ise bu karanlığa eşlik eden birer tekinsiz unsurdur.
Bir çocuğun, gördüğü baskı sonucu isyan etmesi ve tüm koğuşun bu ateşe dahil olması, hikayede
masumiyetin bittiği ve bir hayatta kalma savaşının başladığı en büyük kırılma noktasıdır. Cezaevi
mutfağındaki o ekmek kokusu ile dumanlı koğuşlardaki o barut kokusu arasındaki tezatlık,
karakterlerin aidiyet sorgulamasını ve sisteme olan öfkelerini belgeler. Çocukların kendi aralarındaki o
sarsılmaz dostluk ve birbirlerine anlattıkları o 'dışarıdaki hayat' masalları, dramaturjinin o en hüzünlü
katmanını oluşturur. Bir gün cezaevinde patlak veren bir yangın veya büyük bir kargaşa, tüm
karakterleri bir araya getiren ve dayanışma duygusunun zirveye çıktığı duygusal bir zirve noktası
yaratır. Karakterlerin o 'duvarlar' ardındaki dilsiz feryatları ve aynalardan kaçan yüzleri, toplumsal bir
yaranın sinematik kanıtlarıdır. Şehrin o uzak ve pırıltılı ışıkları ile cezaevinin o mutlak karanlığı
arasındaki uçurum, bir toplumun vicdanını sorgulatan atmosferik detaylardır. Bir şafak vaktinde
gerçekleştirilen o kanlı müdahale ve ardından gelen o derin sessizlik, adaletin ve özgürlüğün ne kadar
ağır bir bedeli olduğunu belgeler. Karakterlerin kendi ailevi geçmişlerindeki sırlar ve hiçbir zaman
gelmeyecek olan o özgürlük hayalleri, her bir karede izleyiciyi derinden etkiler. Finalde, yıkılan bir
duvarın ardından gökyüzüne bakan bir çocuğun o vakur duruşu, fiziksel olarak hapiste olunsa da
ruhun hiçbir zaman esir alınamayacağını vurgulayan sarsıcı bir kapanış sunar. Anadolu’nun üzerine
çöken o ağır sis, bu isimsiz kahramanların ve onların yarım kalan çocukluklarının hatırasını ebediyen o
taş duvarların arasında saklar.",Dram,1983.0,duvar,False,1
Evli ve Öfkeli,"İstanbul’un modern ve pırıltılı lüks sitelerinde yaşayan, her biri farklı
mesleklerden (polis, doktor, ev kadını) dört kadının, kocaları tarafından aldatıldıklarını aynı gün
öğrenmeleriyle başlayan bu eğlenceli dram, masumiyetin bittiği ve intikamın başladığı bir sabah
vaktinde start alır. Kadınların yaşadığı o her köşesi modern sanat eserleri ve şık mobilyalarla döşeli
steril evler, ihanetin ortaya çıkmasıyla birer buz gibi soğuk hapishaneye dönüşen bir ayna gibidir; spor
salonlarındaki o bitmek bilmeyen antrenmanlar ve spa odalarındaki fısıltılı dertleşmeler ise
karakterlerin özgürlük arayışını simgeler. Dört kadının, bir araya gelip 'evli ve öfkeli' bir intikam timi
kurmaları hikayedeki en büyük kırılma noktasıdır. Şehrin neon ışıklı gece kulüpleri, şık restoranlar ve
holding binalarının o soğuk ofisleri, karakterlerin kocalarına karşı kurdukları sinsi tuzakların
atmosferik mekanlarıdır. Kadınlardan polis olanının, operasyon sahalarındaki o sert duruşu ile evdeki
o yaralı anne kimliği arasındaki tezatlık, dramaturjiyi besleyen duyusal detaylar sunar. Karakterlerin
kendi aralarındaki o 'erkekler neden aldatır?' temalı derin ve bir o kadar da mizahi sohbetleri,
toplumsal sınıfların yarattığı o ironik aynayı belgeler. Bir gün malikanede düzenlenen büyük bir
davette tüm eşlerin karşı karşıya gelmesi ve kadınların tüm yalanları birer birer deşifre etmesi,
hikayenin ritmini tırmandıran muazzam bir zirve noktasıdır. Karakterlerin kendi ayakları üzerinde
durmak adına başladıkları o yeni kariyer yolculukları, birer uyanışın sinematik zaferidir. Bir kaza
sonrası hastane koridorunda bekleyen o dört arkadaşın tek vücut olması, dostluğun paradan daha
önemli olduğunu gösteren duygusal zirvelerdir. Şehrin üzerine çöken akşam sisi ve Boğaz’ın dalgaları,
karakterlerin iç dünyasındaki o bitmek bilmeyen fırtınayı simgeler. Finalde, tüm o 'evlilik'
prangalarından kurtulan dört kadının sahil kenarında el ele yürürken çekilen o huzurlu karesi, gerçek
mutluluğun bir erkeğe ait olmak değil kendine ait olmak olduğunu vurgulayan neşeli bir kapanış
sunar. İstanbul’un ışıkları, bu cesur ve 'öfkeli' kadınların yeni hayatını müjdelercesine ufukta parlar.",Dram,2015.0,evli ve öfkeli,False,1
Petrol Kralları,"1970'lerin sonundaki o neşeli ve samimi İstanbul mahallelerinden birinde,
evlerinin bahçesinde petrol bulduklarını sanan iki kafadar arkadaşın ( Zeki Alasya ve Metin Akpınar),
zengin olma hayaliyle giriştikleri o absürt macera anlatılır. Karakterlerin yaşadığı o her sabah taze
ekmek kokusuyla uyanan derme çatma ev, onların o güne kadar kurduğu o saf dünyasını yansıtan bir
ayna gibidir; ancak bahçede fışkıran o siyah sıvı bu huzuru bozan en büyük komik kırılma noktasıdır.
Mahalle kahvehanesindeki dumanlı dertleşmeler, pazar yerindeki neşeli atışmalar ve gece yarısı
bahçede yapılan o gizli kazı çalışmaları, Yeşilçam’ın o unutulmaz atmosferik detaylarıdır.
Karakterlerin, kendilerini birer 'petrol kralı' olarak görüp girdiği o komik hazırlıklar ve ardından gelen
sakarlıklar, Türk insanının o sönmeyen yaşama sevincini belgeler. Bir gün mahalleye zengin bir iş
adamının gelip bahçeyi satın almak istemesi, hikayeyi bir komediden sarsıcı bir direniş masalına
taşıyan zirve noktasıdır. Şehrin lüks otellerindeki o sakar halleri ve petrol şirketleriyle yaptıkları o
hayali pazarlıklar, toplumsal sınıfların yarattığı o ironik aynayı yansıtır. Karakterlerin kılık
değiştirmeleri ve düğün sahneleri, izleyiciyi kahkahaya boğan sinematik birer imzadır. Bir gece yarısı
mahalle meydanında yakılan ateş etrafında toplanan halkın o vakur duruşu, tüm küslüklerin bittiği
muazzam bir zirvedir. Finalde, bahçeden fışkıran sıvının aslında patlayan bir kanalizasyon borusu
olduğunun anlaşılması ve iki arkadaşın birbirlerine sarılarak güldükleri o huzurlu kare, gerçek
zenginliğin dostlukta olduğunu vurgulayan neşeli bir kapanış sunar. İstanbul’un akşam güneşi, bu 'has
mahalleli' insanların üzerine doğarak sonsuz bir huzuru müjdeler.",Dram,1978.0,petrol kralları,False,1
Güneşi Beklerken,"İstanbul’un seçkin ve modern bir koleji olan Sayer Koleji’nin, her köşesi
güç ve rekabetle yankılanan pırıltılı koridorlarında, Bursa’dan yeni gelen saf ve idealist Zeynep’in
hikayesi, bir sabah töreninde okunan o İstiklal Marşı ile başlar. Kolejin o teknolojik sınıfları, şık
kafeteryaları ve geniş spor salonu, öğrencilerin hayallerini ve sınıf farklarını yansıtan birer ayna
gibidir; okulun sahibi Kerem Sayer’in o sarsılmaz otoritesi ve kurduğu sinsi tuzaklar ise bu özgürlüğe
karşı duran tekinsiz birer barikat gibidir. Zeynep’in, Kerem’in zorbalığına karşı tek başına meydan
okuması hikayedeki en büyük kırılma noktasıdır. Okulun o dumanlı internet kafeleri, gece yarısı
sığınılan o metruk binalar ve sahil kenarında yapılan o hüzünlü dertleşmeler, gençliğin o
'alacakaranlık' dönemini yansıtan atmosferik detaylardır. Zeynep’in, aslında okulun öğretmenlerinden
birinin kızı olduğunu öğrenmesi ve babasıyla ilgili saklanan o büyük sır hikayeyi bir gençlik
dramasından sarsıcı bir aile savaşına taşır. Kerem’in, Zeynep’in o saf ve dürüst kalbine kapılarak kendi
kibrinden vazgeçmesi, dramaturjinin en yüksek duygusal katmanını oluşturur. Karakterlerin kendi
aralarındaki o 'güneşi beklerken' temalı hıçkırık dolu konuşmaları, sevginin her türlü engeli aşacağını
kanıtlayan duygusal zirvelerdir. Şehrin neon ışıklı yolları ile mahallenin o loş sokakları arasındaki
tezatlık, karakterin aidiyet sorgulamasını simgeleyen duyusal detaylardır. Bir kaza veya hastalık
sonrası hastane koridorunda bekleyen tüm birimin o sessiz ve gerilimli hali, sadakatin ne kadar ağır
bir bedeli olduğunu belgeler. Bir gece yarısı okul bahçesinde yapılan o gizli mezuniyet kutlaması ve
ardından gelen o hüzünlü veda, karakterlerin birbirlerine duydukları sarsılmaz bağı mühürler. Finalde,
mezuniyet töreninde tüm öğrencilerin keplerini gökyüzüne attıkları ve Zeynep ile Kerem’in el ele
tutuştukları o huzurlu kare, adaletin ve umudun hiçbir zaman bitmeyeceğini vurgulayan umut dolu bir
kapanış sunar. İstanbul’un akşam ışıkları, bu yaralı ama vakur gençlerin yeni hayatını müjdelercesine
ufukta parlar.",Dram,2013.0,güneşi beklerken,False,1
Nergis Hanım,"İstanbul’un o gri, dökülen binalarıyla örülü eski bir mahallesinde, Alzheimer
hastası olan annesine ( Nergis Hanım) tek başına bakmaya çalışan bir adamın ( Ekrem), vicdan ve
sabırla örülü hüzünlü hikayesi anlatılır. Ekrem’in sığındığı o her köşesi dantelli örtülerle ve ilaç
kokularıyla dolu sessiz evi, karakterin içsel yalnızlığını yansıtan bir ayna gibidir; annesinin her geçen
gün silinen hafızası ise bu masumiyete karşı duran tekinsiz bir dünyadır. Ekrem’in, bir sabah
uyandığında annesinin onu tanıyamadığını fark etmesi hikayedeki en büyük duygusal kırılma
noktasıdır. Mahalle bakkalındaki fısıltılar, dumanlı kahvehaneler ve gece yarısı sirenlerin yankılandığı
ıssız meydanlar, bir evladın üzerindeki toplumsal baskıyı artıran atmosferik detaylardır. Karakterlerin
kendi aralarındaki 'vefa' ve 'sabır' temalı hüzünlü dertleşmeleri, toplumsal bir yaranın sinematik
kanıtlarıdır. Ekrem’in, annesinin geçmişindeki bir hatırayı (bir nergis çiçeği) canlandırmak için İstanbul
sokaklarında yaptığı o yorucu arayış, dramaturjinin en yüksek katmanını oluşturur. Şehrin üzerine
çöken akşam sisi ve vapurların o acı sireni, bitmek bilmeyen bir mücadelenin sembolleridir. Ekrem’in,
aynaya baktığında o eski huzurlu yüzünü bir daha görememesi ama bir 'kahraman' olduğunu
anlaması, içsel birer ayna etkisi yaratır. Bir kaza veya kriz sonrası hastane koridorunda bekleyen o
sessiz ve gerilimli grup, sadakatin ne kadar ağır bir bedeli olduğunu belgeler. Finalde, Nergis Hanım’ın
huzur içinde gözlerini kapadığı ve Ekrem’in elinde birer çiçekle uzaklara baktığı o hüzünlü kare,
sevginin her türlü hastalığı yeneceğini ama bazı acıların ebediyen kalacağını vurgulayan sarsıcı bir
kapanış sunar. İstanbul’un akşam ışıkları, bu yaralı ruhun hatırasını ebediyen o dar sokaklarda
saklayacaktır.",Dram,2014.0,nergis hanım,False,1
"Çırak (film, 2014)","İstanbul’un tarihi dokusuyla örülü bir mahallesinde, bir yanda
geçmişindeki karanlık bir sırrı saklayarak yaşayan bir kabadayı, diğer yanda ise dürüstlüğüyle hayata
tutunmaya çalışan genç bir kızın tutkulu aşkı anlatılır. Karakterin yaşadığı o her köşesi eski takımlar ve
asılı duran kabadayı ceketleriyle dolu odası, onun o güne kadar kurduğu sarsılmaz dünyasını yansıtan
bir ayna gibidir; şehrin yeraltı dünyasındaki o lüks kumarhaneler ve dumanlı pavyonlar ise bu
dürüstlüğe karşı duran tekinsiz birer unsurdur. Kahramanın, bir arkadaşının haksız yere öldürülmesine
şahit olması hikayede masumiyetin bittiği ve intikam ateşinin başladığı en büyük kırılma noktasıdır.
Şehrin dar sokakları, liman bölgesindeki izbe depolar ve gece yarısı sirenlerin yankılandığı meydanlar,
aksiyonun zirve noktalarıdır. Karakterlerin kendi aralarındaki 'racon' ve 'sadakat' temalı sert ve vakur
konuşmaları, Türk kabadayı sinemasının o sarsılmaz ruhunu belgeler. Bir suç baronunun malikanesine
yapılan o şafak baskını ve ardından gelen nefes kesici kovalama sahneleri, gerilimi her saniye
tırmandıran atmosferik detaylar sunar. Karakterin, kendi ailesini korumak adına girdiği o tehlikeli
yollar ve ardından gelen sarsıcı fiziksel şiddet, hayatta kalmanın ne kadar zor olduğunu belgeler.
Şehrin üzerine çöken o ağır barut dumanı ve ardından gelen sağanak yağmur, karakterin o güne kadar
biriktirdiği tüm öfkenin arınma sürecini temsil eden duyusal detaylardır. Bir gece yarısı Boğaz
kenarında gerçekleştirilen o son ve büyük hesaplaşma, adaletin kanla arandığı sarsıcı bir zirve
noktasıdır. Finalde, düşmanlarını dize getirdikten sonra sahil kenarında elinde bir bardak çayla
uzaklara bakan kahramanın o vakur silüeti, onurun paradan ve güçten daha değerli olduğunu
vurgulayan destansı bir kapanış sunar. İstanbul’un akşam sisi, bu isimsiz kahramanının hatırasını
ebediyen kendi içinde saklayacaktır.",Dram,2014.0,çırak,False,1
Bir Aşk İki Hayat,"İstanbul’un büyüleyici ve rüzgarlı sokaklarında, bir akşamüzeri köpeğini
dışarı çıkarmak ile evde kalmak arasında kalan Umut’un, bu basit tercihin hayatını nasıl iki farklı yöne
sürüklediğini konu alan bu sinematik yolculuk, karakterin o her köşesi kitaplarla dolu sıcak evinde
başlar. Umut’un tercihine göre şekillenen iki ayrı paralel evren; bir yanda aşkı bulduğu o renkli sahil
kafeleri ve pırıltılı sokaklar, diğer yanda ise yalnızlığın ve monotonluğun hüküm sürdüğü o loş odalar
ve gri caddeler arasında bir ayna işlevi görür. Karakterin, sokakta karşılaştığı o gizemli kadına (Deniz)
çarpması, hikayenin bir kolunda masalsı bir aşkın başladığı en büyük kırılma noktasıyken; diğer kolda
evde kalıp uyuya kaldığı o sessiz an, kaçırılan fırsatların hüzünlü birer aynasıdır. Şehrin neon ışıklı
yolları ve Boğaz’ın o masmavi manzarası, aşkın filizlendiği evrende umudu simgeleyen atmosferik
detaylar olarak işlenir. Diğer paralel hayatta ise Umut’un iş hayatındaki o stresli plaza odaları ve yalnız
başına yediği akşam yemekleri, modern insanın sıkışmışlığını belgeler. İki farklı kaderin, aynı
mekanlarda ama farklı duygularla yaşanması, izleyiciyi bir 'seçimler' sorgulamasına sürükleyen
dramaturjik bir zirve yaratır. Bir gün yaşanan o büyük kaza veya hastalık haberi, her iki hayatın da en
sarsıcı ve hüzünlü zirve noktasıdır. Karakterlerin kendi iç dünyalarındaki o 'keşke' ve 'iyiki'leri,
aynadaki yansımalarına bakarak yaptıkları o sessiz hesaplaşmalarda vücut bulur. Şehrin üzerine çöken
akşam sisi, bu iki farklı kaderin birbirine karıştığı o bulanık sınırları temsil eder. Umut’un, Deniz ile
olan o tutkulu aşk sahneleri ile yalnız kaldığı o soğuk kış akşamları arasındaki tezatlık, hayatın ne
kadar tesadüflere bağlı olduğunu belgeler. Bir gece yarısı Boğaz kenarında gerçekleştirilen o son ve
sarsıcı buluşma, her iki hayatın da aslında aynı hüzne veya aynı sevince gebe olduğunu kanıtlayan
sinematik bir zirvedir. Finalde, her iki Umut’un da aynı anda gökyüzüne bakıp gülümsediği o son kare,
kaderin her türlü tercihten daha güçlü olduğunu vurgulayan felsefi bir kapanış sunar. İstanbul’un o
devasa silüeti, bu iki farklı aşk hikayesinin ve tek bir adamın sarsılmaz inancının ebedi şahidi olarak
kalır.",Romantik,2018.0,bir aşk i̇ki hayat,False,5
Mucize (film),"1960'lı yılların Türkiye’sinde, Ege’nin o güneşten kavurduğu köylerinden
Doğu’nun karlı ve sarp dağlarının eteklerindeki ıssız bir köye atanan Mahir Öğretmen’in, engelli bir
genç olan Aziz ile kurduğu o sarsılmaz bağ anlatılır. Köyün o her köşesi kerpiç duvarlı, dumanı tüten
bacalı evleri ve okulun o dökülen taş duvarları, cehalete karşı duran hüzünlü bir ayna gibidir; Aziz’in at
sırtında rüzgara karşı sürdüğü o özgürlük anları ise masumiyetin son sığınağıdır. Mahir’in, Aziz’i
topluma kazandırmak için başlattığı o büyük eğitim mücadelesi hikayedeki en büyük kırılma
noktasıdır. Dağların o dondurucu rüzgarı, tozlu patikaları ve kış mevsiminde kapanan yollar,
karakterlerin dayanıklılık sınırlarını zorlayan atmosferik detaylardır. Karakterlerin kendi aralarındaki
'mucize' temalı sessiz dertleşmeleri, Anadolu insanının o sönmeyen inancını belgeler. Bir gün köy
meydanında Aziz’in ilk kez konuştuğu o sarsıcı saniye, dramaturjinin ulaştığı en yüksek duygusal
zirvedir. Şehrin lüks ve yüzeysel hayatı ile dağın o sarsılmaz gerçeği arasındaki tezatlık, karakterlerin
aidiyet sorgulamasını derinleştirir. Bir gece yarısı vadi kenarında gerçekleştirilen o sarsıcı hesaplaşma
veya dertleşme, sevginin her türlü engeli aşacağını gösteren sinematik kanıtlardır. Aziz’in, kendisine
aşık olan masum kızla evlenip köyden ayrıldığı o hüzünlü akşamüstü, bir insanın küllerinden yeniden
doğuşunu simgeler. Finalde, yıllar sonra Aziz’in sapasağlam bir adam olarak köye geri döndüğü ve
Mahir Öğretmen’in elini öptüğü o huzurlu kare, adaletin ve sevginin zaferini vurgulayan destansı bir
kapanış sunar. Doğu’nun karlı zirveleri, bu büyük 'mucizenin' hatırasını ebediyen kendi rüzgarıyla
saklayacaktır.",Komedi,2014.0,mucize,False,3
Vizontele,"1974 yılının o kavurucu sıcağı ve rüzgarın uğultusunun hakim olduğu Van’ın Gevaş
ilçesinde, televizyonun (vizontele) kasabaya gelişiyle değişen hayatlar ve bir devrin sonu anlatılır.
Belediye Başkanı Nazmi Bey’in o her sabah taze ekmek kokusuyla uyanan mütevazı evi ve elindeki
telsizi, karakterin sarsılmaz dünyasını yansıtan bir ayna gibidir; ancak kasabanın dahi delisi Emin’in (
Yılmaz Erdoğan) o her köşesi radyo parçalarıyla dolu atölyesi, bu teknolojik uyanışın kalbidir.
Vizontele’nin bir kamyonet kasasında kasaba meydanına girdiği o ilk an hikayedeki en büyük kırılma
noktasıdır. Kasaba kahvehanesindeki dumanlı sohbetler, pazar yerindeki neşeli atışmalar ve sahil
kenarında değil de vadi tepesinde yapılan o hüzünlü bekleyişler, Türk insanının o sönmeyen neşesini
belgeler. Karakterlerin kendi aralarındaki 'insan buraya neden gelir?' temalı dertleşmeleri, Anadolu
insanının o sarsılmaz iradesini yansıtan sinematik zirvelerdir. Bir gün vizontele yayınının başlaması ve
halkın bir kutunun etrafında toplanması, modernleşmenin o ironik aynasını belgeler. Şehrin neon ışıklı
yolları yerine Gevaş’ın o tozlu patikaları arasındaki geçişler, karakterlerin aidiyet sorgulamasını
simgeler. Bir gece yarısı Kıbrıs Barış Harekatı’nın haberinin televizyondan duyulması ve ardından
gelen o mutlak sessizlik, masumiyetin bittiği sarsıcı bir zirvedir. Belediye başkanı ve Emin’in,
televizyonu toprağa gömdükleri o hüzünlü akşamüstü, bir ömrün vedasını temsil eder. Finalde,
kasaba halkının mahalle meydanında omuz omuza verip uzaklara baktıkları o huzurlu kare, hayatın
her şeye rağmen devam ettiğini vurgulayan sarsıcı bir kapanış sunar. Van’ın batan güneşi, bu
'vizontele' hikayesinin hatırasını ebediyen o toprakların derinliğinde saklayacaktır.",Komedi,2000.0,vizontele,False,3
Yüz Lira ile Evlenilmez,"1970'lerin nostaljik ve samimi İstanbul’unda, bir yandan haylazlık
yapan iki kafadar arkadaşın, diğer yandan ise yüz lira gibi küçük bir parayla sevdiği kızı evlenmeye ikna
etmeye çalışan bir gencin neşeli hikayesi anlatılır. Gencin ( Ediz Hun), her sabah kasketini takıp
dumanlı kahvehaneye gidişi ve mahalleliye verdiği o komik ama bir o kadar da bilgece hayat dersleri,
karakterin o dürüst dünyasını yansıtan bir ayna gibidir; ancak kızı etkilemek için girdiği o absürt iş
girişimleri bu huzuru bozan neşeli birer engeldir. Karakterlerin yaşadığı o her köşesi dantelli örtülerle
ve sıcak yemek kokularıyla dolu mütevazı evi, ailenin sarsılmaz bağlarını yansıtan atmosferik bir
kaledir. Mahalle bakkalı önündeki samimi dertleşmeler, vapur iskelelerindeki o hüzünlü bekleyişler ve
gece yarısı sahilde yenen simitler, Yeşilçam’ın o unutulmaz atmosferik detaylarıdır. Bir gün aileden
birinin başına gelen bir yanlış anlama veya düğün telaşı, tüm mahalleliyi tek vücut haline getiren
sarsıcı bir andır. Şehrin neon ışıklı yolları ile mahallenin o loş sokakları arasındaki geçişler,
karakterlerin aidiyet sorgulamasını simgeler. Karakterin, aslında sahip olduğu o kocaman kalbin, o
şatafatlı elbiselerden çok daha değerli olduğunu anladığı o hüzünlü an, sarsıcı bir içsel zirve yaratır.
Karakterlerin kılık değiştirmeleri ve düğün sahnelerine 'zengin iş adamı' olarak sızmaları, izleyiciyi
kahkahaya boğan sinematik birer imzadır. Final sahnelerinde, tüm engellerin dürüstlükle temizlendiği
ve gencin sevdiği kızla el ele mahalle meydanında yürüdüğü o huzurlu kare, samimiyetin her türlü
gösterişi yeneceğini vurgulayan neşeli bir kapanış sunar. İstanbul’un akşam güneşi, bu 'has mahalleli'
aşıkların üzerine doğarak huzurlu bir hayatın kapılarını aralar.",Komedi,1975.0,yüz lira ile evlenilmez,False,3
Firar (film),"1970'lerin karlı ve dondurucu kış aylarında, Anadolu’nun sarp dağlarının
tepesinde yer alan yüksek güvenlikli bir cezaevinden kaçmaya çalışan bir grup mahkumun sarsıcı
mücadelesi anlatılır. Cezaevinin o soğuk, rutubetli ve her köşesi şiddet kokan beton duvarları,
mahkumların çalınan özgürlüklerini yansıtan hüzünlü bir ayna gibidir; gardiyanların o otoriter ve
acımasız adımları ise bu karanlığa eşlik eden birer tekinsiz unsurdur. Bir mahkumun, ailesinin
tehlikede olduğunu öğrenmesiyle başlattığı o büyük 'firar' planı hikayedeki en büyük kırılma
noktasıdır. Karlı yolların sonsuz beyazlığı, dondurucu rüzgar ve gece yarısı sığınılan o derme çatma
mağaralar, hayatta kalma azminin sınandığı atmosferik mekanlardır. Mahkumların kendi aralarındaki
o 'ihanet mi yoksa sadakat mi?' sorgulamaları, dramaturjinin en yüksek katmanını oluşturur. Bir pusu
sırasında jandarmayla karşı karşıya gelmeleri ve yankılanan silah sesleri, gerilimin doruğa ulaştığı zirve
noktalarıdır. Karakterlerin kendi ailevi geçmişlerindeki sırlar ve hiçbir zaman gelmeyecek olan o
özgürlük hayalleri, her bir karede izleyiciyi derinden etkiler. Şehrin o uzak ve pırıltılı ışıkları ile dağın o
mutlak sessizliği arasındaki uçurum, karakterlerin topluma olan yabancılaşmasını simgeler. Bir şafak
vaktinde karların üzerinde tek başına yürüyen mahkumun o vakur silüeti, bir insanın onuru için neleri
göze alabileceğini belgeler. Karakterlerin bir kaza veya yaralanma sonrası mağarada yaptıkları o
samimi dertleşmeler, sevginin ve kardeşliğin ne kadar kutsal olduğunu gösteren duygusal zirvelerdir.
Şehrin üzerine çöken o ağır sis, işlenen günahları ve dökülen masum yaşları gizleyen bir perde gibidir.
Finalde, sınır hattına ulaşan ama sevdiklerine kavuşamayan o yaralı aşığın deniz kenarındaki o huzurlu
bakışları, adaletin ve özgürlüğün ne kadar ağır bir bedeli olduğunu vurgulayan sarsıcı bir kapanış
sunar. Anadolu’nun heybetli zirveleri, bu büyük firarın hatırasını ebediyen kendi rüzgarıyla
saklayacaktır.",Polisiye,2011.0,firar,False,4
